APP: task-management || date: 2024-09-09 09:36:17.014 || thread: [restartedMain] || level: INFO  || logger: c.p.w.WebclientServiceApplication || line: 50 || message: Starting WebclientServiceApplication using Java 22.0.2 with PID 19884 (C:\Users\User\Desktop\SpringBoot\webclient-service\target\classes started by User in C:\Users\User\Desktop\SpringBoot\webclient-service) 
APP: task-management || date: 2024-09-09 10:01:49.417 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 104 || message: No cached task found for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:49.419 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached task available for task ID: 11 and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:01:50.012 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:50.012 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:50.013 || thread: [http-nio-8081-exec-8] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:50.013 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:50.013 || thread: [http-nio-8081-exec-8] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 104 || message: No cached task found for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:50.015 || thread: [http-nio-8081-exec-8] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached task available for task ID: 11 and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:01:50.513 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:01:50.513 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:50.514 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:50.514 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:50.514 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 104 || message: No cached task found for task ID: 11 
APP: task-management || date: 2024-09-09 10:01:50.515 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached task available for task ID: 11 and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:01:56.388 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:01:56.389 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:01:56.415 || thread: [http-nio-8081-exec-4] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:57.732 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:01:57.732 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:01:57.739 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:58.383 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:01:58.383 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:01:58.388 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:58.934 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:01:58.934 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:01:58.940 || thread: [http-nio-8081-exec-2] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:01:59.480 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:01:59.480 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:01:59.483 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:02:00.066 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:00.066 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:00.067 || thread: [http-nio-8081-exec-7] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:02:00.067 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:02:00.067 || thread: [http-nio-8081-exec-7] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 61 || message: Cache is empty. No fallback data available. 
APP: task-management || date: 2024-09-09 10:02:00.069 || thread: [http-nio-8081-exec-7] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached tasks available and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:02:00.677 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:00.678 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:00.678 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:02:00.678 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:02:00.678 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 61 || message: Cache is empty. No fallback data available. 
APP: task-management || date: 2024-09-09 10:02:00.680 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached tasks available and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:02:01.283 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:01.284 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:01.284 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:02:01.284 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:02:01.284 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 61 || message: Cache is empty. No fallback data available. 
APP: task-management || date: 2024-09-09 10:02:01.286 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached tasks available and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:02:01.993 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:01.993 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:01.994 || thread: [http-nio-8081-exec-5] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:02:01.994 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:02:01.994 || thread: [http-nio-8081-exec-5] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 61 || message: Cache is empty. No fallback data available. 
APP: task-management || date: 2024-09-09 10:02:01.995 || thread: [http-nio-8081-exec-5] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached tasks available and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:02:02.599 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:02.599 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:02.600 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:02:02.600 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:02:02.600 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 61 || message: Cache is empty. No fallback data available. 
APP: task-management || date: 2024-09-09 10:02:02.601 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached tasks available and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:02:03.167 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:03.167 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:03.168 || thread: [http-nio-8081-exec-7] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:02:03.168 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:02:03.168 || thread: [http-nio-8081-exec-7] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 61 || message: Cache is empty. No fallback data available. 
APP: task-management || date: 2024-09-09 10:02:03.169 || thread: [http-nio-8081-exec-7] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached tasks available and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:02:03.753 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:03.753 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:03.754 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:02:03.754 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:02:03.754 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 61 || message: Cache is empty. No fallback data available. 
APP: task-management || date: 2024-09-09 10:02:03.756 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached tasks available and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:02:04.650 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:04.650 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:04.650 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 45 || message: Fallback triggered: Circuit breaker is open 
APP: task-management || date: 2024-09-09 10:02:04.651 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 58 || message: Returning fallback tasks due to circuit breaker being open. 
APP: task-management || date: 2024-09-09 10:02:04.651 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 61 || message: Cache is empty. No fallback data available. 
APP: task-management || date: 2024-09-09 10:02:04.653 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [java.lang.RuntimeException: No cached tasks available and service is currently unavailable.] 
APP: task-management || date: 2024-09-09 10:02:31.548 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:31.548 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:31.816 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 53 || message: Caching 10 tasks after successful fetch 
APP: task-management || date: 2024-09-09 10:02:32.822 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:32.822 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:32.833 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 53 || message: Caching 10 tasks after successful fetch 
APP: task-management || date: 2024-09-09 10:02:33.570 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:33.571 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:33.581 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 53 || message: Caching 10 tasks after successful fetch 
APP: task-management || date: 2024-09-09 10:02:36.059 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:02:36.059 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:02:36.095 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 95 || message: Caching task with ID: 11 after successful fetch 
APP: task-management || date: 2024-09-09 10:02:36.095 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 89 || message: Successfully fetched task with ID: 11 and title: Created task for database 
APP: task-management || date: 2024-09-09 10:02:37.877 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.controller.UserController || line: 24 || message: Received request to get all users 
APP: task-management || date: 2024-09-09 10:02:37.877 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 34 || message: getAllUsers method called to retrieve all users. 
APP: task-management || date: 2024-09-09 10:02:37.907 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 54 || message: Caching 7 users after successful fetch 
APP: task-management || date: 2024-09-09 10:02:39.762 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.controller.TaskController || line: 31 || message: Received request to get all tasks 
APP: task-management || date: 2024-09-09 10:02:39.762 || thread: [http-nio-8081-exec-5] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 33 || message: getAllTasks method called to retrieve all tasks. 
APP: task-management || date: 2024-09-09 10:02:39.772 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 53 || message: Caching 10 tasks after successful fetch 
APP: task-management || date: 2024-09-09 10:02:41.665 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.UserController || line: 31 || message: Received request to get user by ID: 14 
APP: task-management || date: 2024-09-09 10:02:41.665 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 73 || message: getUserById method called for user ID: 14 
APP: task-management || date: 2024-09-09 10:02:41.677 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 96 || message: Caching user with ID: 14 after successful fetch 
APP: task-management || date: 2024-09-09 10:02:41.677 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 90 || message: Successfully fetched user with ID: 14 and email: diana.white@example.com 
APP: task-management || date: 2024-09-09 10:02:42.924 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.controller.UserController || line: 31 || message: Received request to get user by ID: 14 
APP: task-management || date: 2024-09-09 10:02:42.924 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 73 || message: getUserById method called for user ID: 14 
APP: task-management || date: 2024-09-09 10:02:42.934 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 96 || message: Caching user with ID: 14 after successful fetch 
APP: task-management || date: 2024-09-09 10:02:42.934 || thread: [reactor-http-nio-1] || level: INFO  || logger: c.p.w.service.impl.UserServiceImpl || line: 90 || message: Successfully fetched user with ID: 14 and email: diana.white@example.com 
APP: task-management || date: 2024-09-09 10:02:58.860 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:02:58.860 || thread: [http-nio-8081-exec-9] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:02:58.866 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:02:59.504 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:02:59.504 || thread: [http-nio-8081-exec-3] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:02:59.508 || thread: [http-nio-8081-exec-5] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:00.192 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:03:00.192 || thread: [http-nio-8081-exec-1] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:00.220 || thread: [http-nio-8081-exec-6] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:00.748 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:03:00.753 || thread: [http-nio-8081-exec-8] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:00.758 || thread: [http-nio-8081-exec-9] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:01.421 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:03:01.421 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:01.426 || thread: [http-nio-8081-exec-3] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:02.109 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:03:02.109 || thread: [http-nio-8081-exec-4] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:02.137 || thread: [http-nio-8081-exec-1] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:02.771 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:03:02.772 || thread: [http-nio-8081-exec-7] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:02.776 || thread: [http-nio-8081-exec-8] || level: WARN  || logger: o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver || line: 247 || message: Resolved [org.springframework.web.reactive.function.client.WebClientRequestException: Connection refused: getsockopt: localhost/127.0.0.1:8080] 
APP: task-management || date: 2024-09-09 10:03:03.504 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
APP: task-management || date: 2024-09-09 10:03:03.504 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 72 || message: getTaskById method called for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:03.505 || thread: [http-nio-8081-exec-10] || level: WARN  || logger: c.p.w.service.impl.TaskServiceImpl || line: 86 || message: Fallback triggered: Circuit breaker is open for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:03.505 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 100 || message: Returning fallback task due to circuit breaker being open for task ID: 11 
APP: task-management || date: 2024-09-09 10:03:03.505 || thread: [http-nio-8081-exec-10] || level: INFO  || logger: c.p.w.service.impl.TaskServiceImpl || line: 89 || message: Successfully fetched task with ID: 11 and title: Created task for database 
APP: task-management || date: 2024-09-09 10:03:04.158 || thread: [http-nio-8081-exec-2] || level: INFO  || logger: c.p.w.controller.TaskController || line: 24 || message: Received request to get task by ID: 11 
